ham,rus,ver,per,lec,sai,gas,tsu,ric,nor,oco,alo,vet,str,lat,alb,bot,zho,mag,sch,
5863.259,5864.795,,,5853.584,5859.182,,5873.97,5908.559,5909.919,5873.007,5875.974,5899.457,5915.379,5907.516,5869.703,5876.648,5868.338,
5133.241,5092.025,5059.293,5070.093,5059.842,5067.39,5122.239,,,5115.417,5115.31,,,,,,5141.508,5123.601,
5295.091,5292.141,,5287.072,5266.548,,5342.769,,5320.285,5319.851,5328.231,,,5355.146,,5345.93,5334.987,5348.243,,
,5570.492,5527.986,5544.513,5584.058,,,5589.096,,5562.82,,,5598.878,,,,5571.167,,5603.246,
