ham,rus,ver,per,lec,sai,gas,tsu,ric,nor,oco,alo,vet,str,lat,alb,bot,zho,mag,sch,
5,9,2,4,1,3,10,16,18,13,11,8,19,20,14,6,15,7,
15,6,4,1,2,3,9,19,14,11,5,7,13,18,16,8,12,10,
5,6,2,3,1,9,11,13,7,4,8,10,17,19,18,20,12,14,16,
